,area_type,availability,location,size_bhk,total_sqft,bath,price
6261,Plot  Area,Ready To Move,Sarjapur  Road,3,3500.0,3.0,275.0
6263,Super built-up  Area,At available date,Sarjapur  Road,2,1132.0,2.0,70.0
6265,Super built-up  Area,Ready To Move,Sarjapur  Road,4,2425.0,5.0,195.0
6266,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,1330.0,2.0,48.0
6267,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,1329.0,2.0,45.95
6268,Super built-up  Area,At available date,Sarjapura - Attibele Road,2,829.0,2.0,22.8
6269,Plot  Area,Ready To Move,Sarjapura - Attibele Road,3,2400.0,3.0,85.0
6270,Super built-up  Area,At available date,Sarjapura - Attibele Road,2,1033.0,2.0,28.41
6271,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,1676.0,3.0,52.0
6272,Plot  Area,At available date,Sarjapura - Attibele Road,3,1800.0,3.0,90.0
6273,Built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,1308.0,2.0,37.0
6274,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,1073.0,2.0,31.77
6275,Built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,1330.0,2.0,49.0
6276,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,1090.0,2.0,37.0
6277,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,1126.0,2.0,36.0
6278,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1,740.0,1.0,23.65
6279,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,1555.0,3.0,52.0
6280,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3,1840.0,3.0,155.0
6281,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3,1533.0,3.0,150.0
6282,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,1,6000.0,1.0,276.0
6283,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3,1804.0,3.0,150.0
6284,Built-up  Area,Ready To Move,Sector 1 HSR Layout,3,1720.0,3.0,83.0
6285,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3,1684.0,3.0,86.0
6286,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,1296.0,2.0,75.0
6287,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1,794.0,1.0,60.0
6288,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,1143.0,2.0,65.0
6289,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3,1665.0,3.0,110.0
6290,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3,1512.0,3.0,80.0
6291,Built-up  Area,Ready To Move,Sector 2 HSR Layout,2,1332.0,2.0,101.0
6292,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3,1600.0,3.0,90.0
6293,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,1231.0,2.0,66.0
6294,Plot  Area,Ready To Move,Sector 7 HSR Layout,4,3000.0,5.0,275.0
6295,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2,1163.0,2.0,98.86
6296,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,1760.0,3.0,145.0
6297,Built-up  Area,Ready To Move,Sector 7 HSR Layout,3,3900.0,3.0,300.0
6298,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2,1163.0,2.0,98.86
6299,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2,1342.0,2.0,115.0
6300,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,1760.0,3.0,160.0
6301,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,1760.0,3.0,142.0
6302,Built-up  Area,Ready To Move,Sector 7 HSR Layout,3,2400.0,2.0,195.0
6303,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,1760.0,3.0,185.0
6304,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2,1162.0,2.0,98.77
6305,Super built-up  Area,At available date,Seegehalli,2,901.0,2.0,35.14
6307,Plot  Area,Ready To Move,Seegehalli,2,800.0,1.0,50.0
6309,Super built-up  Area,At available date,Seegehalli,2,1118.0,2.0,37.5
6310,Plot  Area,Ready To Move,Seegehalli,3,1200.0,2.0,62.0
6311,Plot  Area,Ready To Move,Seegehalli,2,1155.0,2.0,72.0
6312,Super built-up  Area,Ready To Move,Seegehalli,3,1830.0,4.0,82.0
6313,Plot  Area,Ready To Move,Seegehalli,3,4000.0,3.0,235.0
6316,Super built-up  Area,Ready To Move,Seegehalli,2,1096.0,2.0,41.0
6318,Super built-up  Area,At available date,Seegehalli,2,920.0,2.0,27.0
6319,Super built-up  Area,Ready To Move,Seegehalli,3,1553.0,3.0,68.0
6320,Super built-up  Area,Ready To Move,Seegehalli,3,1639.0,3.0,120.0
6321,Plot  Area,Ready To Move,Seegehalli,3,3000.0,4.0,235.0
6322,Super built-up  Area,At available date,Seegehalli,2,1134.0,2.0,45.0
6323,Super built-up  Area,Ready To Move,Seegehalli,3,1683.0,3.0,80.0
6324,Super built-up  Area,Ready To Move,Seegehalli,2,1176.0,2.0,50.0
6325,Plot  Area,Ready To Move,Seegehalli,3,3000.0,4.0,240.0
6326,Built-up  Area,Ready To Move,Shampura,4,2650.0,4.0,150.0
6327,Super built-up  Area,Ready To Move,Shampura,2,1200.0,2.0,53.0
6328,Super built-up  Area,Ready To Move,Shampura,2,700.0,1.0,35.0
6329,Built-up  Area,Ready To Move,Shampura,3,1400.0,3.0,70.0
6330,Built-up  Area,Ready To Move,Shampura,3,1475.0,3.0,78.0
6331,Super built-up  Area,Ready To Move,Shampura,3,1700.0,3.0,75.0
6332,Built-up  Area,Ready To Move,Shivaji Nagar,2,850.0,2.0,55.0
6333,Super built-up  Area,Ready To Move,Shivaji Nagar,2,1554.0,3.0,130.0
6334,Built-up  Area,Ready To Move,Shivaji Nagar,2,2200.0,2.0,110.0
6335,Plot  Area,Ready To Move,Shivaji Nagar,1,3820.0,1.0,306.0
6336,Super built-up  Area,Ready To Move,Shivaji Nagar,2,703.0,2.0,49.5
6337,Super built-up  Area,Ready To Move,Shivaji Nagar,3,1460.0,2.0,90.0
6338,Super built-up  Area,Ready To Move,Shivaji Nagar,3,1226.0,2.0,60.0
6340,Super built-up  Area,Ready To Move,Singasandra,2,1030.0,2.0,55.0
6341,Built-up  Area,Ready To Move,Singasandra,4,3850.0,6.0,195.0
6342,Super built-up  Area,Ready To Move,Singasandra,2,1100.0,2.0,52.0
6344,Super built-up  Area,Ready To Move,Singasandra,2,1300.0,2.0,65.0
6347,Super built-up  Area,Ready To Move,Singasandra,2,1010.0,2.0,40.0
6348,Built-up  Area,Ready To Move,Singasandra,2,1375.0,2.0,58.0
6349,Super built-up  Area,Ready To Move,Singasandra,2,1120.0,2.0,60.0
6350,Super built-up  Area,Ready To Move,Singasandra,3,1510.0,3.0,75.0
6351,Super built-up  Area,Ready To Move,Singasandra,2,1179.0,2.0,56.0
6352,Super built-up  Area,Ready To Move,Singasandra,2,1416.0,2.0,67.0
6353,Super built-up  Area,Ready To Move,Singasandra,3,1476.0,2.0,73.0
6354,Super built-up  Area,Ready To Move,Singasandra,2,1139.7,2.0,45.0
6355,Super built-up  Area,Ready To Move,Singasandra,2,1465.0,2.0,60.0
6357,Super built-up  Area,Ready To Move,Singasandra,3,1653.0,3.0,85.0
6358,Built-up  Area,Ready To Move,Somasundara Palya,2,1255.0,2.0,67.0
6359,Super built-up  Area,Ready To Move,Somasundara Palya,2,1448.0,2.0,68.0
6361,Super built-up  Area,Ready To Move,Somasundara Palya,2,1178.0,2.0,73.0
6362,Super built-up  Area,Ready To Move,Somasundara Palya,2,1260.0,2.0,60.0
6363,Built-up  Area,Ready To Move,Somasundara Palya,2,1033.0,2.0,48.0
6364,Super built-up  Area,Ready To Move,Somasundara Palya,2,1329.0,2.0,70.0
6365,Built-up  Area,Ready To Move,Somasundara Palya,3,2372.0,3.0,140.0
6366,Super built-up  Area,Ready To Move,Somasundara Palya,2,1185.0,2.0,70.0
6370,Built-up  Area,Ready To Move,Somasundara Palya,4,2400.0,3.0,140.0
6371,Super built-up  Area,Ready To Move,Somasundara Palya,3,1650.0,3.0,95.0
6372,Built-up  Area,Ready To Move,Somasundara Palya,2,1186.0,2.0,72.0
6374,Super built-up  Area,Ready To Move,Sompura,2,825.0,2.0,33.0
6375,Built-up  Area,Ready To Move,Sompura,3,1025.0,2.0,37.0
6376,Super built-up  Area,Ready To Move,Sompura,2,1020.0,2.0,41.0
6377,Built-up  Area,Ready To Move,Sompura,2,1126.0,2.0,39.0
6378,Built-up  Area,Ready To Move,Sompura,2,825.0,2.0,32.0
6379,Super built-up  Area,Ready To Move,Sompura,3,1360.0,2.0,45.0
6380,Super built-up  Area,Ready To Move,Sompura,3,1350.0,2.0,47.0
6381,Super built-up  Area,Ready To Move,Sompura,4,2150.0,3.0,85.0
6383,Built-up  Area,Ready To Move,Sonnenahalli,2,896.0,2.0,43.75
6384,Super built-up  Area,Ready To Move,Sonnenahalli,2,1120.0,2.0,43.0
6385,Super built-up  Area,Ready To Move,Sonnenahalli,2,1100.0,2.0,44.0
6386,Super built-up  Area,At available date,Sonnenahalli,2,1011.0,2.0,50.53
6387,Super built-up  Area,Ready To Move,Sonnenahalli,1,614.5,1.0,30.715
6388,Super built-up  Area,At available date,Sonnenahalli,3,1484.0,3.0,74.18
6389,Super built-up  Area,At available date,Sonnenahalli,3,1610.0,3.0,80.48
6390,Super built-up  Area,Ready To Move,Sonnenahalli,3,1415.0,2.0,65.0
6391,Super built-up  Area,Ready To Move,Sonnenahalli,2,1268.0,2.0,58.0
6392,Super built-up  Area,Ready To Move,Sonnenahalli,2,1268.0,2.0,56.0
6393,Super built-up  Area,At available date,Sonnenahalli,1,605.0,1.0,30.24
6394,Built-up  Area,Ready To Move,Sonnenahalli,3,1484.0,3.0,75.0
6395,Super built-up  Area,Ready To Move,Subramanyapura,2,929.0,2.0,50.17
6396,Built-up  Area,Ready To Move,Subramanyapura,2,1200.0,2.0,52.0
6397,Super built-up  Area,Ready To Move,Subramanyapura,2,975.0,2.0,58.0
6398,Built-up  Area,Ready To Move,Subramanyapura,2,1277.0,2.0,55.0
6399,Super built-up  Area,Ready To Move,Subramanyapura,2,985.0,2.0,58.0
6400,Super built-up  Area,Ready To Move,Subramanyapura,3,1245.0,2.0,68.0
6401,Super built-up  Area,Ready To Move,Subramanyapura,2,1313.0,2.0,73.0
6402,Super built-up  Area,Ready To Move,Subramanyapura,2,1313.0,2.0,66.5
6403,Super built-up  Area,Ready To Move,Subramanyapura,3,1255.0,2.0,79.0
6404,Super built-up  Area,Ready To Move,Subramanyapura,3,1330.0,3.0,72.0
6405,Built-up  Area,Ready To Move,Subramanyapura,2,929.0,2.0,48.0
6406,Super built-up  Area,Ready To Move,Subramanyapura,2,950.0,2.0,55.0
6407,Super built-up  Area,Ready To Move,Subramanyapura,2,929.0,2.0,56.0
6409,Built-up  Area,Ready To Move,Subramanyapura,3,1260.0,2.0,76.0
6411,Super built-up  Area,Ready To Move,Subramanyapura,2,960.0,2.0,55.0
6412,Super built-up  Area,Ready To Move,Subramanyapura,3,1260.0,2.0,73.0
6414,Super built-up  Area,Ready To Move,Subramanyapura,3,1278.0,3.0,70.0
6415,Super built-up  Area,Ready To Move,Subramanyapura,2,929.0,2.0,49.0
6416,Super built-up  Area,Ready To Move,Subramanyapura,3,1260.0,2.0,75.0
6417,Super built-up  Area,Ready To Move,Subramanyapura,2,1000.0,2.0,45.0
6419,Super built-up  Area,Ready To Move,Subramanyapura,2,929.0,1.0,51.0
6420,Super built-up  Area,Ready To Move,Subramanyapura,3,1880.0,3.0,110.0
6422,Super built-up  Area,Ready To Move,Sultan Palaya,2,1100.0,2.0,45.0
6423,Built-up  Area,Ready To Move,Sultan Palaya,2,900.0,2.0,45.0
6424,Built-up  Area,Ready To Move,Sultan Palaya,3,1765.0,3.0,80.0
6425,Super built-up  Area,Ready To Move,Sultan Palaya,2,1009.0,2.0,65.0
6426,Built-up  Area,Ready To Move,Sultan Palaya,4,5000.0,5.0,325.0
6427,Super built-up  Area,Ready To Move,Sultan Palaya,2,1070.0,2.0,49.0
6428,Plot  Area,At available date,TC Palaya,3,1475.0,3.0,98.0
6429,Plot  Area,Ready To Move,TC Palaya,2,1200.0,2.0,60.0
6434,Plot  Area,Ready To Move,TC Palaya,2,1240.0,2.0,60.0
6435,Plot  Area,Ready To Move,TC Palaya,3,1500.0,2.0,100.0
6436,Plot  Area,Ready To Move,TC Palaya,2,1200.0,2.0,65.0
6437,Plot  Area,Ready To Move,TC Palaya,2,1200.0,2.0,70.0
6438,Plot  Area,Ready To Move,TC Palaya,2,900.0,2.0,55.0
6441,Plot  Area,Ready To Move,TC Palaya,4,4800.0,3.0,302.0
6442,Built-up  Area,Ready To Move,TC Palaya,2,1000.0,2.0,64.0
6444,Plot  Area,Ready To Move,TC Palaya,2,900.0,2.0,55.0
6445,Plot  Area,Ready To Move,TC Palaya,2,1200.0,2.0,66.0
6448,Plot  Area,Ready To Move,TC Palaya,2,900.0,2.0,55.0
6450,Plot  Area,Ready To Move,TC Palaya,2,900.0,2.0,55.0
6453,Built-up  Area,Ready To Move,TC Palaya,2,1200.0,2.0,65.0
6454,Super built-up  Area,Ready To Move,TC Palaya,2,1500.0,2.0,75.0
6456,Built-up  Area,Ready To Move,TC Palaya,2,1000.0,2.0,70.0
6457,Built-up  Area,Ready To Move,TC Palaya,2,1100.0,2.0,65.0
6461,Built-up  Area,Ready To Move,TC Palaya,2,1800.0,2.0,80.0
6463,Plot  Area,Ready To Move,TC Palaya,2,1200.0,2.0,70.0
6464,Plot  Area,Ready To Move,TC Palaya,1,1350.0,1.0,55.0
6465,Plot  Area,Ready To Move,TC Palaya,2,900.0,2.0,55.0
6466,Plot  Area,Ready To Move,TC Palaya,2,900.0,2.0,55.0
6467,Built-up  Area,Ready To Move,TC Palaya,2,1082.0,2.0,64.0
6471,Super built-up  Area,Ready To Move,TC Palaya,2,1152.0,2.0,55.0
6475,Super built-up  Area,At available date,Talaghattapura,3,1868.0,3.0,131.0
6476,Super built-up  Area,At available date,Talaghattapura,3,2038.5,3.0,120.0
6477,Super built-up  Area,Ready To Move,Talaghattapura,3,2106.0,3.0,126.0
6478,Super built-up  Area,At available date,Talaghattapura,3,1868.0,3.0,121.0
6479,Super built-up  Area,Ready To Move,Talaghattapura,3,2106.0,3.0,126.0
6480,Super built-up  Area,At available date,Talaghattapura,3,1868.0,3.0,135.0
6481,Super built-up  Area,At available date,Talaghattapura,3,1856.0,3.0,135.0
6482,Super built-up  Area,At available date,Talaghattapura,3,1868.0,3.0,120.0
6483,Super built-up  Area,At available date,Talaghattapura,3,1804.0,3.0,115.0
6484,Super built-up  Area,At available date,Talaghattapura,3,1856.0,3.0,135.0
6485,Super built-up  Area,At available date,Talaghattapura,3,2254.0,3.0,153.0
6486,Super built-up  Area,At available date,Talaghattapura,3,2106.0,3.0,148.0
6487,Super built-up  Area,At available date,Talaghattapura,3,1856.0,3.0,135.0
6488,Super built-up  Area,At available date,Talaghattapura,3,2273.0,3.0,159.0
6489,Super built-up  Area,At available date,Talaghattapura,3,2099.0,3.0,147.0
6490,Built-up  Area,Ready To Move,Talaghattapura,2,1100.0,2.0,50.0
6491,Super built-up  Area,Ready To Move,Talaghattapura,2,1100.0,2.0,49.49
6492,Super built-up  Area,Ready To Move,Talaghattapura,3,1575.0,3.0,80.0
6493,Super built-up  Area,At available date,Talaghattapura,3,2273.0,3.0,145.0
6494,Super built-up  Area,Ready To Move,Talaghattapura,2,1175.0,2.0,62.0
6495,Super built-up  Area,At available date,Talaghattapura,3,1804.0,3.0,127.0
6496,Super built-up  Area,Ready To Move,Talaghattapura,2,1062.0,2.0,42.48
6497,Super built-up  Area,At available date,Talaghattapura,3,2038.5,3.0,122.0
6498,Built-up  Area,At available date,Talaghattapura,3,1800.0,3.0,84.0
6499,Super built-up  Area,At available date,Talaghattapura,3,2265.0,3.0,159.0
6500,Super built-up  Area,At available date,Talaghattapura,3,2099.0,3.0,134.0
6501,Super built-up  Area,At available date,Thanisandra,1,510.0,1.0,25.25
6502,Super built-up  Area,At available date,Thanisandra,2,1296.0,2.0,80.0
6504,Super built-up  Area,Ready To Move,Thanisandra,3,2144.0,3.0,145.0
6506,Super built-up  Area,Ready To Move,Thanisandra,1,445.0,1.0,28.0
6507,Super built-up  Area,Ready To Move,Thanisandra,2,1296.0,2.0,83.0
6509,Super built-up  Area,Ready To Move,Thanisandra,3,2144.0,3.0,135.0
6511,Super built-up  Area,Ready To Move,Thanisandra,2,1093.0,2.0,70.0
6512,Super built-up  Area,Ready To Move,Thanisandra,3,1265.0,2.0,79.0
6513,Super built-up  Area,Ready To Move,Thanisandra,3,1651.0,3.0,97.38
6514,Super built-up  Area,Ready To Move,Thanisandra,2,1265.0,2.0,85.0
6515,Super built-up  Area,At available date,Thanisandra,1,510.0,1.0,25.25
6516,Super built-up  Area,Ready To Move,Thanisandra,3,1564.0,3.0,101.0
6518,Super built-up  Area,Ready To Move,Thanisandra,3,1847.0,3.0,123.0
6520,Super built-up  Area,Ready To Move,Thanisandra,3,1697.0,3.0,114.0
6522,Built-up  Area,Ready To Move,Thanisandra,6,3500.0,5.0,160.0
6523,Super built-up  Area,At available date,Thanisandra,3,1573.0,3.0,95.0
6524,Super built-up  Area,Ready To Move,Thanisandra,3,1917.0,3.0,122.0
6525,Super built-up  Area,At available date,Thanisandra,1,693.0,1.0,34.3
6526,Super built-up  Area,Ready To Move,Thanisandra,2,1098.0,2.0,68.0
6527,Super built-up  Area,Ready To Move,Thanisandra,1,760.0,1.0,50.3
6530,Super built-up  Area,Ready To Move,Thanisandra,3,2002.0,3.0,112.0
6535,Super built-up  Area,Ready To Move,Thanisandra,3,1697.0,3.0,115.0
6536,Plot  Area,Ready To Move,Thanisandra,1,1380.0,1.0,62.1
6537,Super built-up  Area,At available date,Thanisandra,1,923.0,1.0,60.84
6539,Built-up  Area,At available date,Thanisandra,1,923.0,1.0,45.69
6541,Super built-up  Area,At available date,Thanisandra,2,1296.0,2.0,72.0
6543,Super built-up  Area,Ready To Move,Thanisandra,3,1698.0,3.0,102.0
6544,Super built-up  Area,At available date,Thanisandra,3,1411.0,3.0,93.04
6545,Super built-up  Area,Ready To Move,Thanisandra,3,1996.0,3.0,135.0
6546,Super built-up  Area,Ready To Move,Thanisandra,3,1801.0,3.0,115.0
6547,Super built-up  Area,Ready To Move,Thanisandra,2,1265.0,2.0,82.0
6549,Super built-up  Area,At available date,Thanisandra,3,1917.0,4.0,113.0
6550,Super built-up  Area,Ready To Move,Thanisandra,1,662.0,1.0,42.0
6552,Super built-up  Area,At available date,Thanisandra,3,1948.0,3.0,130.0
6554,Super built-up  Area,At available date,Thanisandra,2,1098.0,2.0,74.0
6556,Super built-up  Area,Ready To Move,Thanisandra,3,1564.0,3.0,104.0
6562,Super built-up  Area,Ready To Move,Thanisandra,3,2127.0,3.0,135.0
6564,Super built-up  Area,Ready To Move,Thanisandra,2,1276.0,2.0,75.0
6565,Built-up  Area,At available date,Thanisandra,1,693.0,1.0,34.3
6566,Super built-up  Area,At available date,Thanisandra,4,2259.0,5.0,135.0
6567,Super built-up  Area,Ready To Move,Thanisandra,2,1265.0,2.0,78.0
6569,Super built-up  Area,Ready To Move,Thanisandra,2,934.0,2.0,55.0
6570,Super built-up  Area,Ready To Move,Thanisandra,2,1056.0,2.0,68.0
6571,Built-up  Area,At available date,Thanisandra,3,1595.0,3.0,110.0
6572,Super built-up  Area,At available date,Thanisandra,3,1411.0,3.0,93.15
6573,Super built-up  Area,At available date,Thanisandra,2,1093.0,2.0,68.1
6575,Super built-up  Area,Ready To Move,Thanisandra,2,1093.0,2.0,72.0
6577,Super built-up  Area,Ready To Move,Thanisandra,3,1698.0,3.0,107.0
6578,Super built-up  Area,Ready To Move,Thanisandra,3,1564.0,3.0,105.0
6579,Super built-up  Area,At available date,Thanisandra,2,1265.0,2.0,83.0
6580,Super built-up  Area,Ready To Move,Thanisandra,1,784.0,1.0,35.285
6581,Super built-up  Area,Ready To Move,Thanisandra,2,965.0,2.0,56.0
6582,Super built-up  Area,At available date,Thanisandra,3,1546.0,3.0,95.0
6583,Super built-up  Area,At available date,Thanisandra,1,777.0,1.0,38.535
6584,Super built-up  Area,Ready To Move,Thanisandra,3,1697.0,3.0,110.0
6585,Built-up  Area,Ready To Move,Thanisandra,3,1492.0,3.0,88.0
6586,Built-up  Area,Ready To Move,Thanisandra,3,2072.0,3.0,122.0
6587,Super built-up  Area,Ready To Move,Thanisandra,3,1880.0,3.0,120.0
6588,Super built-up  Area,Ready To Move,Thanisandra,1,760.0,1.0,50.0
6590,Super built-up  Area,Ready To Move,Thanisandra,1,933.0,2.0,58.0
6591,Super built-up  Area,Ready To Move,Thanisandra,3,1917.0,3.0,110.0
6592,Super built-up  Area,At available date,Thanisandra,3,1996.0,4.0,123.0
6593,Super built-up  Area,At available date,Thanisandra,2,1183.0,2.0,77.25
6594,Built-up  Area,Ready To Move,Thanisandra,3,1491.0,3.0,88.0
6596,Super built-up  Area,Ready To Move,Thanisandra,1,662.0,1.0,29.0
6598,Super built-up  Area,Ready To Move,Thanisandra,3,1564.0,3.0,100.0
6599,Built-up  Area,Ready To Move,Thanisandra,1,662.0,1.0,45.0
6600,Super built-up  Area,Ready To Move,Thanisandra,3,1573.0,3.0,98.0
6601,Super built-up  Area,Ready To Move,Thanisandra,3,1262.0,2.0,83.0
6602,Super built-up  Area,Ready To Move,Thanisandra,2,1056.0,2.0,65.0
6604,Super built-up  Area,Ready To Move,Thanisandra,3,1702.0,3.0,115.0
6605,Super built-up  Area,Ready To Move,Thanisandra,2,1343.0,2.0,75.0
6606,Super built-up  Area,Ready To Move,Thanisandra,3,1935.0,4.0,122.0
6607,Super built-up  Area,At available date,Thanisandra,2,933.0,2.0,55.0
6608,Super built-up  Area,At available date,Thanisandra,2,1183.0,2.0,77.3
6609,Super built-up  Area,Ready To Move,Thanisandra,1,662.0,1.0,38.0
6610,Super built-up  Area,At available date,Thanisandra,2,1265.0,2.0,72.0
6611,Super built-up  Area,Ready To Move,Thanisandra,3,1595.0,3.0,105.0
6613,Super built-up  Area,At available date,Thanisandra,1,580.0,1.0,27.5
6614,Super built-up  Area,At available date,Thanisandra,3,2087.0,4.0,139.0
6616,Super built-up  Area,Ready To Move,Thanisandra,2,1098.0,2.0,71.0
6617,Super built-up  Area,At available date,Thanisandra,3,1411.0,3.0,93.25
6620,Super built-up  Area,At available date,Thanisandra,3,1732.0,3.0,112.0
6621,Super built-up  Area,At available date,Thanisandra,1,933.0,1.0,61.0
6622,Super built-up  Area,Ready To Move,Thanisandra,3,1702.0,3.0,107.0
6623,Super built-up  Area,At available date,Thanisandra,1,747.0,1.0,34.355
6624,Super built-up  Area,At available date,Thanisandra,3,2030.0,4.0,125.0
6626,Built-up  Area,Ready To Move,Thanisandra,4,1948.0,4.0,129.0
6627,Built-up  Area,At available date,Thanisandra,3,1573.0,3.0,90.0
6628,Super built-up  Area,Ready To Move,Thanisandra,2,1056.0,2.0,70.0
6629,Super built-up  Area,At available date,Thanisandra,3,1595.0,3.0,96.0
6632,Super built-up  Area,At available date,Thanisandra,2,1245.0,2.0,83.05
6633,Super built-up  Area,Ready To Move,Thanisandra,3,1261.0,2.0,80.0
6634,Super built-up  Area,Ready To Move,Thanisandra,3,1884.0,4.0,117.0
6635,Super built-up  Area,Ready To Move,Thanisandra,2,965.0,2.0,54.0
6636,Super built-up  Area,Ready To Move,Thanisandra,3,1930.0,4.0,122.0
6637,Super built-up  Area,At available date,Thanisandra,1,777.0,1.0,38.46
6639,Super built-up  Area,Ready To Move,Thanisandra,3,1930.0,4.0,120.0
6640,Super built-up  Area,Ready To Move,Thanisandra,1,760.0,1.0,50.4
6641,Super built-up  Area,At available date,Thanisandra,1,663.0,1.0,32.82
6642,Super built-up  Area,Ready To Move,Thanisandra,3,1801.0,3.0,115.0
6643,Super built-up  Area,Ready To Move,Thanisandra,3,1806.0,6.0,116.0
6644,Built-up  Area,At available date,Thanisandra,4,3671.0,4.0,220.0
6646,Super built-up  Area,Ready To Move,Thanisandra,2,1305.0,2.0,90.0
6647,Super built-up  Area,Ready To Move,Thanisandra,3,1965.0,4.0,125.0
6648,Super built-up  Area,At available date,Thanisandra,3,1573.0,3.0,100.0
6651,Built-up  Area,At available date,Thanisandra,4,1917.0,4.0,130.0
6653,Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,230.0
6655,Super built-up  Area,Ready To Move,Thigalarapalya,2,1297.0,2.0,103.0
6656,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,95.0
6657,Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,235.0
6658,Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,245.0
6660,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,103.0
6661,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,101.0
6662,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,104.0
6664,Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,5.0,225.0
6665,Super built-up  Area,Ready To Move,Thigalarapalya,4,2912.0,6.0,210.0
6666,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,103.0
6667,Super built-up  Area,Ready To Move,Thigalarapalya,3,2072.0,4.0,159.0
6669,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,106.0
6671,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,104.0
6672,Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,237.0
6673,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,105.0
6674,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,104.0
6677,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,106.0
6678,Super built-up  Area,Ready To Move,Thigalarapalya,3,2072.0,4.0,155.0
6679,Super built-up  Area,Ready To Move,Thigalarapalya,3,1830.0,4.0,135.0
6680,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,105.0
6681,Super built-up  Area,Ready To Move,Thigalarapalya,3,2072.0,4.0,160.0
6685,Super built-up  Area,Ready To Move,Thigalarapalya,3,2072.0,4.0,160.0
6686,Super built-up  Area,Ready To Move,Thigalarapalya,3,2072.0,4.0,155.0
6687,Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,235.0
6688,Super built-up  Area,Ready To Move,Thigalarapalya,3,2072.0,4.0,153.0
6690,Super built-up  Area,Ready To Move,Thigalarapalya,3,2072.0,4.0,157.0
6691,Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,105.0
6692,Built-up  Area,Ready To Move,Thigalarapalya,4,3362.0,5.0,249.0
6693,Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,245.0
6696,Super built-up  Area,Ready To Move,Thigalarapalya,4,4190.0,4.0,325.0
6700,Super built-up  Area,Ready To Move,Thigalarapalya,2,1400.0,2.0,105.0
6702,Super built-up  Area,Ready To Move,Thigalarapalya,2,1297.0,2.0,98.0
6704,Built-up  Area,Ready To Move,Thubarahalli,4,3800.0,4.0,239.0
6705,Super built-up  Area,Ready To Move,Thubarahalli,2,1200.0,2.0,78.0
6706,Super built-up  Area,Ready To Move,Thubarahalli,2,1128.0,2.0,75.0
6707,Built-up  Area,Ready To Move,Thubarahalli,2,1185.0,2.0,65.0
6708,Built-up  Area,Ready To Move,Thubarahalli,2,975.0,2.0,55.0
6709,Super built-up  Area,Ready To Move,Thubarahalli,2,1330.0,2.0,75.0
